71,absorb,4,0,Clever,Quite an appealing move.
51,acid,2,1,Clever,Badly startles Pokemon that the audience has high expectations of.
502,ally switch,3,0,Clever,Scrambles the order in which Pokemon will move on the next turn.
312,aromatherapy,1,0,Clever,Prevents the user from being startled until the turn ends.
372,assurance,1,0,Clever,Works better the later it is used in a turn.
454,attack order,3,0,Clever,An appealing move that can be used repeatedly without boring the audience.
251,beat up,1,0,Clever,Works well if the user is pumped up.
347,calm mind,1,0,Clever,"Gets the Pokemon pumped up. Helps prevent nervousness, too."
293,camouflage,1,0,Clever,Shows off the Pokemon's appeal about as well as all the moves before it this turn.
268,charge,1,0,Clever,"Gets the Pokemon pumped up. Helps prevent nervousness, too."
109,confuse ray,2,1,Clever,Badly startles Pokemon that the audience has high expectations of.
93,confusion,4,0,Clever,Quite an appealing move.
578,crafty shield,3,0,Clever,Excites the audience a lot if used first.
464,dark void,2,0,Clever,Makes the remaining Pokemon nervous.
455,defend order,2,0,Clever,Prevents the user from being startled one time this turn.
194,destiny bond,8,0,Clever,"A move of huge appeal, but using it prevents the user from taking further contest moves."
50,disable,2,0,Clever,Makes the remaining Pokemon nervous.
138,dream eater,2,0,Clever,Works well if it is the same type as the move used by the last Pokemon.
598,eerie impulse,1,4,Clever,Badly startles the last Pokemon to act before the user.
604,electric terrain,3,0,Clever,Excites the audience a lot if used first.
582,electrify,2,1,Clever,Badly startles Pokemon that used a move of the same type.
373,embargo,3,0,Clever,Brings down the energy of any Pokemon that have already used a move this turn.
587,fairy lock,3,0,Clever,Temporarily stops the crowd from growing excited.
364,feint,3,0,Clever,Causes the user to move earlier on the next turn.
185,feint attack,2,0,Clever,Works great if the user goes first this turn.
260,flatter,2,0,Clever,Makes the remaining Pokemon nervous.
19,fly,2,0,Clever,Prevents the user from being startled one time this turn.
193,foresight,2,1,Clever,Badly startles Pokemon that used a move of the same type.
571,forest's curse,1,0,Clever,Works better the more the crowd is excited.
492,foul play,1,0,Clever,Shows off the Pokemon's appeal about as well as the move used just before it.
248,future sight,2,0,Clever,Works well if it is the same type as the move used by the last Pokemon.
544,gear grind,4,0,Clever,Quite an appealing move.
202,giga drain,1,4,Clever,Badly startles the last Pokemon to act before the user.
320,grass whistle,2,0,Clever,Prevents the user from being startled one time this turn.
356,gravity,2,0,Clever,Makes the remaining Pokemon nervous.
470,guard split,1,0,Clever,Shows off the Pokemon's appeal about as well as all the moves before it this turn.
385,guard swap,1,0,Clever,Shows off the Pokemon's appeal about as well as all the moves before it this turn.
16,gust,1,4,Clever,Badly startles the last Pokemon to act before the user.
377,heal block,3,0,Clever,Temporarily stops the crowd from growing excited.
456,heal order,2,1,Clever,Badly startles Pokemon that used a move of the same type.
391,heart swap,1,0,Clever,Shows off the Pokemon's appeal about as well as all the moves before it this turn.
270,helping hand,4,0,Clever,Quite an appealing move.
506,hex,2,1,Clever,Badly startles Pokemon that used a move of the same type.
237,hidden power,3,0,Clever,An appealing move that can be used repeatedly without boring the audience.
593,hyperspace hole,3,0,Clever,Excites the audience a lot if used first.
95,hypnosis,2,2,Clever,Startles all of the Pokemon to act before the user.
286,imprison,3,0,Clever,Temporarily stops the crowd from growing excited.
275,ingrain,1,0,Clever,"Gets the Pokemon pumped up. Helps prevent nervousness, too."
134,kinesis,3,0,Clever,An appealing move that can be used repeatedly without boring the audience.
282,knock off,1,3,Clever,Badly startles all of the Pokemon to act before the user.
141,leech life,1,0,Clever,Shows off the Pokemon's appeal about as well as the move used just before it.
73,leech seed,1,0,Clever,"Gets the Pokemon pumped up. Helps prevent nervousness, too."
199,lock-on,3,0,Clever,Causes the user to move earlier on the next turn.
490,low sweep,1,0,Clever,Prevents the user from being startled until the turn ends.
295,luster purge,2,1,Clever,Badly startles Pokemon that used a move of the same type.
478,magic room,3,0,Clever,Temporarily stops the crowd from growing excited.
393,magnet rise,2,0,Clever,Makes the remaining Pokemon nervous.
602,magnetic flux,1,0,Clever,"Gets the Pokemon pumped up. Helps prevent nervousness, too."
382,me first,3,0,Clever,Causes the user to move earlier on the next turn.
72,mega drain,2,3,Clever,Startles the last Pokemon to act before the user.
319,metal sound,2,2,Clever,Startles all of the Pokemon to act before the user.
170,mind reader,3,0,Clever,Causes the user to move earlier on the next turn.
357,miracle eye,2,0,Clever,Works great if the user goes first this turn.
119,mirror move,1,0,Clever,Shows off the Pokemon's appeal about as well as the move used just before it.
296,mist ball,2,1,Clever,Badly startles all Pokemon that successfully showed their appeal.
417,nasty plot,1,0,Clever,"Gets the Pokemon pumped up. Helps prevent nervousness, too."
363,natural gift,1,0,Clever,Works better the more the crowd is excited.
302,needle arm,4,0,Clever,Quite an appealing move.
101,night shade,3,0,Clever,An appealing move that can be used repeatedly without boring the audience.
171,nightmare,2,2,Clever,Startles all of the Pokemon to act before the user.
316,odor sleuth,2,0,Clever,Prevents the user from being startled one time this turn.
220,pain split,1,0,Clever,Shows off the Pokemon's appeal about as well as all the moves before it this turn.
570,parabolic charge,1,0,Clever,Shows off the Pokemon's appeal about as well as all the moves before it this turn.
6,pay day,2,0,Clever,Excites the audience in any kind of contest.
305,poison fang,4,0,Clever,Quite an appealing move.
139,poison gas,3,0,Clever,Makes audience expect little of other contestants.
77,poison powder,3,0,Clever,Brings down the energy of any Pokemon that have already used a move this turn.
40,poison sting,2,3,Clever,Startles the last Pokemon to act before the user.
342,poison tail,3,0,Clever,Brings down the energy of any Pokemon that have already used a move this turn.
600,powder,4,0,Clever,Makes the audience quickly grow bored when an appeal move has little effect.
471,power split,1,0,Clever,Shows off the Pokemon's appeal about as well as all the moves before it this turn.
384,power swap,1,0,Clever,Shows off the Pokemon's appeal about as well as all the moves before it this turn.
379,power trick,2,0,Clever,Works well if it is the same type as the move used by the last Pokemon.
244,psych up,2,0,Clever,Works well if it is the same type as the move used by the last Pokemon.
94,psychic,4,0,Clever,Quite an appealing move.
354,psycho boost,6,0,Clever,"A very appealing move, but after using this move, the user is more easily startled."
375,psycho shift,2,0,Clever,Works great if the user goes last this turn.
149,psywave,1,0,Clever,Effectiveness varies depending on when it is used.
228,pursuit,2,1,Clever,Badly startles Pokemon that used a move of the same type.
511,quash,3,0,Clever,Causes the user to move earlier on the next turn.
476,rage powder,3,0,Clever,Temporarily stops the crowd from growing excited.
105,recover,2,0,Clever,Works well if it is the same type as the move used by the last Pokemon.
278,recycle,1,0,Clever,Shows off the Pokemon's appeal about as well as the move used just before it.
115,reflect,2,0,Clever,Prevents the user from being startled one time this turn.
513,reflect type,2,0,Clever,Works well if it is the same type as the move used by the last Pokemon.
317,rock tomb,3,0,Clever,Makes audience expect little of other contestants.
355,roost,4,0,Clever,Makes the audience quickly grow bored when an appeal move has little effect.
328,sand tomb,3,0,Clever,Temporarily stops the crowd from growing excited.
103,screech,3,0,Clever,Makes audience expect little of other contestants.
290,secret power,1,0,Clever,Works well if the user is pumped up.
247,shadow ball,4,0,Clever,Quite an appealing move.
325,shadow punch,2,0,Clever,Works great if the user goes first this turn.
425,shadow sneak,3,0,Clever,Causes the user to move earlier on the next turn.
508,shift gear,1,0,Clever,"Gets the Pokemon pumped up. Helps prevent nervousness, too."
166,sketch,1,0,Clever,Shows off the Pokemon's appeal about as well as the move used just before it.
285,skill swap,1,0,Clever,Shows off the Pokemon's appeal about as well as the move used just before it.
79,sleep powder,2,2,Clever,Startles all of the Pokemon to act before the user.
108,smokescreen,2,0,Clever,Prevents the user from being startled one time this turn.
289,snatch,1,0,Clever,Shows off the Pokemon's appeal about as well as the move used just before it.
169,spider web,2,0,Clever,Makes the remaining Pokemon nervous.
191,spikes,2,0,Clever,Makes the remaining Pokemon nervous.
500,stored power,1,0,Clever,Works well if the user is pumped up.
81,string shot,2,3,Clever,Startles the last Pokemon to act before the user.
78,stun spore,2,1,Clever,Badly startles all Pokemon that successfully showed their appeal.
389,sucker punch,3,0,Clever,Excites the audience a lot if used first.
48,supersonic,3,0,Clever,Makes audience expect little of other contestants.
415,switcheroo,2,1,Clever,Badly startles Pokemon that used a move of the same type.
485,synchronoise,2,0,Clever,Works well if it is the same type as the move used by the last Pokemon.
235,synthesis,1,0,Clever,Effectiveness varies depending on when it is used.
269,taunt,2,1,Clever,Badly startles Pokemon that the audience has high expectations of.
477,telekinesis,2,0,Clever,Makes the remaining Pokemon nervous.
576,topsy-turvy,3,0,Clever,Scrambles the order in which Pokemon will move on the next turn.
92,toxic,3,0,Clever,Brings down the energy of any Pokemon that have already used a move this turn.
390,toxic spikes,2,0,Clever,Makes the remaining Pokemon nervous.
144,transform,3,0,Clever,An appealing move that can be used repeatedly without boring the audience.
271,trick,2,1,Clever,Badly startles Pokemon that used a move of the same type.
433,trick room,3,0,Clever,Scrambles the order in which Pokemon will move on the next turn.
599,venom drench,3,0,Clever,Brings down the energy of any Pokemon that have already used a move this turn.
18,whirlwind,3,0,Clever,Causes the user to move later on the next turn.
472,wonder room,3,0,Clever,Scrambles the order in which Pokemon will move on the next turn.
388,worry seed,2,0,Clever,Makes the remaining Pokemon nervous.
428,zen headbutt,4,0,Clever,Quite an appealing move.
512,acrobatics,1,0,Cool,Works well if the user is pumped up.
332,aerial ace,2,0,Cool,Works great if the user goes first this turn.
177,aeroblast,3,0,Cool,Excites the audience a lot if used last.
97,agility,3,0,Cool,Causes the user to move earlier on the next turn.
314,air cutter,4,0,Cool,Quite an appealing move.
403,air slash,1,4,Cool,Badly startles the last Pokemon to act before the user.
453,aqua jet,3,0,Cool,Causes the user to move earlier on the next turn.
112,barrier,1,0,Cool,Prevents the user from being startled until the turn ends.
299,blaze kick,3,0,Cool,An appealing move that can be used repeatedly without boring the audience.
413,brave bird,6,0,Cool,"A very appealing move, but after using this move, the user is more easily startled."
280,brick break,4,0,Cool,Quite an appealing move.
339,bulk up,1,0,Cool,"Gets the Pokemon pumped up. Helps prevent nervousness, too."
331,bullet seed,1,0,Cool,Effectiveness varies depending on when it is used.
509,circle throw,3,0,Cool,Causes the user to move later on the next turn.
238,cross chop,3,0,Cool,Affected by how well the previous Pokemon's move went.
440,cross poison,2,1,Cool,Badly startles Pokemon that used a move of the same type.
306,crush claw,1,4,Cool,Badly startles the last Pokemon to act before the user.
15,cut,4,0,Cool,Quite an appealing move.
399,dark pulse,4,0,Cool,Quite an appealing move.
432,defog,2,0,Cool,Works great if the user goes first this turn.
197,detect,1,0,Cool,Prevents the user from being startled until the turn ends.
458,double hit,2,1,Cool,Badly startles Pokemon that used a move of the same type.
24,double kick,2,1,Cool,Badly startles Pokemon that used a move of the same type.
104,double team,1,0,Cool,"Gets the Pokemon pumped up. Helps prevent nervousness, too."
225,dragon breath,1,4,Cool,Badly startles the last Pokemon to act before the user.
337,dragon claw,4,0,Cool,Quite an appealing move.
349,dragon dance,1,0,Cool,"Gets the Pokemon pumped up. Helps prevent nervousness, too."
82,dragon rage,3,0,Cool,An appealing move that can be used repeatedly without boring the audience.
65,drill peck,1,0,Cool,Shows off the Pokemon's appeal about as well as the move used just before it.
223,dynamic punch,2,1,Cool,Badly startles Pokemon that the audience has high expectations of.
486,electro ball,3,0,Cool,Excites the audience a lot if used first.
326,extrasensory,2,1,Cool,Badly startles Pokemon that used a move of the same type.
245,extreme speed,3,0,Cool,Causes the user to move earlier on the next turn.
206,false swipe,4,0,Cool,Makes the audience quickly grow bored when an appeal move has little effect.
565,fell stinger,1,0,Cool,Works better the more the crowd is excited.
424,fire fang,4,0,Cool,Quite an appealing move.
488,flame charge,1,0,Cool,Works well if the user is pumped up.
394,flare blitz,6,0,Cool,"A very appealing move, but after using this move, the user is more easily startled."
411,focus blast,4,0,Cool,Quite an appealing move.
116,focus energy,1,0,Cool,"Gets the Pokemon pumped up. Helps prevent nervousness, too."
395,force palm,4,0,Cool,Quite an appealing move.
338,frenzy plant,4,4,Cool,Startles all other Pokemon. User cannot act in the next turn.
31,fury attack,1,0,Cool,Effectiveness varies depending on when it is used.
210,fury cutter,3,0,Cool,An appealing move that can be used repeatedly without boring the audience.
559,fusion bolt,1,0,Cool,Works better the later it is used in a turn.
12,guillotine,2,1,Cool,Badly startles all Pokemon that successfully showed their appeal.
360,gyro ball,1,0,Cool,Works better the later it is used in a turn.
136,high jump kick,6,0,Cool,"A very appealing move, but after using this move, the user is more easily startled."
610,hold back,4,0,Cool,Makes the audience quickly grow bored when an appeal move has little effect.
30,horn attack,4,0,Cool,Quite an appealing move.
32,horn drill,2,1,Cool,Badly startles all Pokemon that successfully showed their appeal.
336,howl,2,0,Cool,Works great if the user goes last this turn.
63,hyper beam,4,4,Cool,Startles all other Pokemon. User cannot act in the next turn.
158,hyper fang,3,0,Cool,An appealing move that can be used repeatedly without boring the audience.
304,hyper voice,2,2,Cool,Startles all of the Pokemon to act before the user.
423,ice fang,4,0,Cool,Quite an appealing move.
231,iron tail,4,0,Cool,Quite an appealing move.
26,jump kick,6,0,Cool,"A very appealing move, but after using this move, the user is more easily startled."
588,king's shield,1,0,Cool,Prevents the user from being startled until the turn ends.
348,leaf blade,3,0,Cool,An appealing move that can be used repeatedly without boring the audience.
536,leaf tornado,3,0,Cool,An appealing move that can be used repeatedly without boring the audience.
43,leer,2,1,Cool,Badly startles Pokemon that the audience has high expectations of.
183,mach punch,3,0,Cool,Causes the user to move earlier on the next turn.
443,magnet bomb,2,0,Cool,Works great if the user goes first this turn.
561,mat block,2,2,Cool,Startles all of the Pokemon to act before the user.
25,mega kick,1,0,Cool,Works better the more the crowd is excited.
224,megahorn,3,0,Cool,An appealing move that can be used repeatedly without boring the audience.
368,metal burst,2,0,Cool,Works great if the user goes last this turn.
232,metal claw,4,0,Cool,Quite an appealing move.
309,meteor mash,4,0,Cool,Quite an appealing move.
539,night daze,3,0,Cool,An appealing move that can be used repeatedly without boring the audience.
400,night slash,3,0,Cool,Affected by how well the previous Pokemon's move went.
613,oblivion wing,1,0,Cool,Shows off the Pokemon's appeal about as well as all the moves before it this turn.
200,outrage,6,0,Cool,"A very appealing move, but after using this move, the user is more easily startled."
575,parting shot,3,0,Cool,Excites the audience a lot if used last.
64,peck,4,0,Cool,Quite an appealing move.
566,phantom force,1,0,Cool,Prevents the user from being startled until the turn ends.
42,pin missile,1,0,Cool,Effectiveness varies depending on when it is used.
619,precipice blades,3,0,Cool,Excites the audience a lot if used last.
427,psycho cut,4,0,Cool,Quite an appealing move.
540,psystrike,3,0,Cool,An appealing move that can be used repeatedly without boring the audience.
386,punishment,2,1,Cool,Badly startles Pokemon that the audience has high expectations of.
98,quick attack,3,0,Cool,Causes the user to move earlier on the next turn.
501,quick guard,2,0,Cool,Works great if the user goes first this turn.
229,rapid spin,1,0,Cool,Works better the more the crowd is excited.
75,razor leaf,4,0,Cool,Quite an appealing move.
534,razor shell,3,0,Cool,An appealing move that can be used repeatedly without boring the audience.
13,razor wind,3,0,Cool,Affected by how well the previous Pokemon's move went.
514,retaliate,3,0,Cool,Affected by how well the previous Pokemon's move went.
179,reversal,1,0,Cool,Works better the later it is used in a turn.
46,roar,3,0,Cool,Causes the user to move later on the next turn.
27,rolling kick,4,0,Cool,Quite an appealing move.
533,sacred sword,2,0,Cool,Excites the audience in any kind of contest.
545,searing shot,3,0,Cool,An appealing move that can be used repeatedly without boring the audience.
421,shadow claw,4,0,Cool,Quite an appealing move.
467,shadow force,1,0,Cool,Prevents the user from being startled until the turn ends.
351,shock wave,2,0,Cool,Works great if the user goes first this turn.
143,sky attack,3,0,Cool,Affected by how well the previous Pokemon's move went.
327,sky uppercut,2,1,Cool,Badly startles Pokemon that used a move of the same type.
163,slash,4,0,Cool,Quite an appealing move.
76,solar beam,3,0,Cool,Affected by how well the previous Pokemon's move went.
49,sonic boom,3,0,Cool,An appealing move that can be used repeatedly without boring the audience.
209,spark,4,0,Cool,Quite an appealing move.
131,spike cannon,1,0,Cool,Effectiveness varies depending on when it is used.
446,stealth rock,2,0,Cool,Makes the remaining Pokemon nervous.
211,steel wing,3,0,Cool,Affected by how well the previous Pokemon's move went.
480,storm throw,2,0,Cool,Excites the audience in any kind of contest.
66,submission,6,0,Cool,"A very appealing move, but after using this move, the user is more easily startled."
129,swift,2,0,Cool,Works great if the user goes first this turn.
366,tailwind,3,0,Cool,Causes the user to move earlier on the next turn.
546,techno blast,1,0,Cool,Works well if the user is pumped up.
100,teleport,1,0,Cool,Prevents the user from being startled until the turn ends.
87,thunder,1,0,Cool,Works better the more the crowd is excited.
422,thunder fang,4,0,Cool,Quite an appealing move.
9,thunder punch,4,0,Cool,Quite an appealing move.
84,thunder shock,4,0,Cool,Quite an appealing move.
86,thunder wave,2,2,Cool,Startles all of the Pokemon to act before the user.
85,thunderbolt,4,0,Cool,Quite an appealing move.
167,triple kick,3,0,Cool,An appealing move that can be used repeatedly without boring the audience.
376,trump card,1,0,Cool,Works better the later it is used in a turn.
41,twineedle,2,1,Cool,Badly startles Pokemon that used a move of the same type.
239,twister,4,0,Cool,Quite an appealing move.
557,v-create,6,0,Cool,"A very appealing move, but after using this move, the user is more easily startled."
410,vacuum wave,3,0,Cool,Causes the user to move earlier on the next turn.
22,vine whip,4,0,Cool,Quite an appealing move.
233,vital throw,2,0,Cool,Works great if the user goes last this turn.
521,volt switch,4,0,Cool,Makes the audience quickly grow bored when an appeal move has little effect.
344,volt tackle,6,0,Cool,"A very appealing move, but after using this move, the user is more easily startled."
594,water shuriken,3,0,Cool,Causes the user to move earlier on the next turn.
17,wing attack,4,0,Cool,Quite an appealing move.
404,x-scissor,2,1,Cool,Badly startles Pokemon that used a move of the same type.
192,zap cannon,2,1,Cool,Badly startles all Pokemon that successfully showed their appeal.
495,after you,3,0,Cute,Causes the user to move later on the next turn.
133,amnesia,1,0,Cute,Prevents the user from being startled until the turn ends.
274,assist,1,0,Cute,Effectiveness varies depending on when it is used.
310,astonish,1,4,Cute,Badly startles the last Pokemon to act before the user.
213,attract,2,0,Cute,Makes the remaining Pokemon nervous.
608,baby-doll eyes,3,0,Cute,Causes the user to move earlier on the next turn.
140,barrage,1,0,Cute,Effectiveness varies depending on when it is used.
226,baton pass,1,0,Cute,Works well if the user is pumped up.
187,belly drum,6,0,Cute,"A very appealing move, but after using this move, the user is more easily startled."
516,bestow,1,0,Cute,Works better the more the crowd is excited.
335,block,2,0,Cute,Makes the remaining Pokemon nervous.
340,bounce,1,0,Cute,Prevents the user from being startled until the turn ends.
145,bubble,4,0,Cute,Quite an appealing move.
450,bug bite,3,0,Cute,Makes audience expect little of other contestants.
445,captivate,4,0,Cute,Makes the audience quickly grow bored when an appeal move has little effect.
606,celebrate,2,0,Cute,Excites the audience in any kind of contest.
204,charm,2,1,Cute,Badly startles Pokemon that the audience has high expectations of.
448,chatter,3,0,Cute,Makes audience expect little of other contestants.
590,confide,3,0,Cute,Brings down the energy of any Pokemon that have already used a move this turn.
383,copycat,3,0,Cute,Affected by how well the previous Pokemon's move went.
538,cotton guard,1,0,Cute,Prevents the user from being startled until the turn ends.
343,covet,3,0,Cute,Affected by how well the previous Pokemon's move went.
111,defense curl,2,0,Cute,Prevents the user from being startled one time this turn.
574,disarming voice,2,0,Cute,Works great if the user goes first this turn.
146,dizzy punch,2,1,Cute,Badly startles Pokemon that the audience has high expectations of.
3,double slap,1,0,Cute,Effectiveness varies depending on when it is used.
577,draining kiss,1,0,Cute,Shows off the Pokemon's appeal about as well as all the moves before it this turn.
121,egg bomb,4,0,Cute,Quite an appealing move.
52,ember,4,0,Cute,Quite an appealing move.
227,encore,2,0,Cute,Makes the remaining Pokemon nervous.
494,entrainment,2,1,Cute,Badly startles Pokemon that used a move of the same type.
263,facade,2,0,Cute,Works great if the user goes last this turn.
252,fake out,1,4,Cute,Badly startles the last Pokemon to act before the user.
313,fake tears,4,0,Cute,Makes the audience quickly grow bored when an appeal move has little effect.
175,flail,1,0,Cute,Works better the later it is used in a turn.
374,fling,3,0,Cute,Brings down the energy of any Pokemon that have already used a move this turn.
266,follow me,3,0,Cute,Temporarily stops the crowd from growing excited.
218,frustration,1,4,Cute,Badly startles the last Pokemon to act before the user.
447,grass knot,1,0,Cute,Works better the later it is used in a turn.
45,growl,2,0,Cute,Works great if the user goes last this turn.
603,happy hour,2,0,Cute,Excites the audience in any kind of contest.
531,heart stamp,3,0,Cute,An appealing move that can be used repeatedly without boring the audience.
607,hold hands,1,0,Cute,Prevents the user from being startled until the turn ends.
468,hone claws,1,0,Cute,"Gets the Pokemon pumped up. Helps prevent nervousness, too."
611,infestation,3,0,Cute,Temporarily stops the crowd from growing excited.
387,last resort,1,0,Cute,Works well if the user is pumped up.
122,lick,2,3,Cute,Startles the last Pokemon to act before the user.
381,lucky chant,1,0,Cute,"Gets the Pokemon pumped up. Helps prevent nervousness, too."
118,metronome,1,0,Cute,Effectiveness varies depending on when it is used.
